HC_1	HC_2	HC_3	HC_4	HC_5	HC_6	BCN_1	BCN_2	BCN_3	BCN_4	BCN_5	BCN_6	BCP_1	BCP_2	BCP_3	BCP_4	BCP_5	BCP_6	Peptides	Razor_unique_peptides	Unique_peptides	Sequence_coverage_	Unique_razor_sequence_coverage_	Unique_sequence_coverage_	Mol_weight_kDa_	Q_value	Score	Intensity	MS_MS_count	Peptide_counts_all_	Peptide_counts_razor_unique_	Peptide_counts_unique_	Number_of_proteins	Protein_IDs	Majority_protein_IDs	Protein_names	Gene_names	id	Fasta.headers
9.3553	9.06749	9.44814	9.42149	7.97161	9.69092	9.76595	9.4001	9.73909	10.0304	10.3662	9.71025	9.63874	10.2639	10.6367	7.95742	7.32457	9.42149	102	102	102	51.4	51.4	51.4	272.32	0	323.31	1.09E+11	1368	102	102	102	1	P02751	P02751	Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	FN1	325	sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5
7.42784	7.70024	7.85503	8.28873	7.30946	8.18261	8.09608	8.24524	8.30801	7.58977	8.51817	8.27782	8.62037	8.30153	8.36517	7.52217	8.28873	7.89958	13	13	13	44	44	44	38.999	0	48.674	1752000000	119	13	13	13	1	P02760	P02760	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	AMBP	327	sp|P02760|AMBP_HUMAN Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1
7.84877	7.81583	8.2958	8.38099	7.76856	8.66145	9.00573	9.10553	8.72984	8.63407	9.49311	9.49311	9.27816	9.16623	9.47099	8.56057	9.42149	8.44427	9	9	7	41.3	41.3	32.8	23.511	0	149.24	15371000000	169	9	9	7	1	P02763	P02763	Alpha-1-acid glycoprotein 1	ORM1	328	sp|P02763|A1AG1_HUMAN Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1
8.13969	7.82222	8.39647	8.58934	7.42784	8.68113	7.02696	8.54867	6.87326	6.72841	8.65561	8.2958	7.95202	8.57962	8.62037	7.85503	7.93754	7.51352	9	9	6	26.7	26.7	21.3	39.34	0	204.09	4571400000	119	9	9	6	1	P02765	P02765	Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B	AHSG	329	sp|P02765|FETUA_HUMAN Alpha-2-HS-glycoprotein OS=Homo sapiens OX=9606 GN=AHSG PE=1 SV=2
8.27782	8.41337	8.64434	8.79109	7.95202	8.93019	8.51051	8.50087	8.30153	7.40147	8.76539	8.28873	8.58934	8.34307	8.63407	7.54181	7.32243	7.25216	11	11	11	69.4	69.4	69.4	15.887	0	204.52	3866900000	156	11	11	11	1	P02766	P02766	Transthyretin	TTR	330	sp|P02766|TTHY_HUMAN Transthyretin OS=Homo sapiens OX=9606 GN=TTR PE=1 SV=1
8.54867	8.62037	8.65561	8.85564	8.16855	9.00573	8.9669	9.01776	8.75805	8.59671	9.31062	9.16623	9.26253	8.98153	9.24926	9.91153	8.98153	7.66791	26	26	26	56.3	56.3	56.3	52.917	0	323.31	17664000000	413	NaN	NaN	NaN	3	P02774;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	P02774	Vitamin D-binding protein	GC	331	sp|P02774|VTDB_HUMAN Vitamin D-binding protein OS=Homo sapiens OX=9606 GN=GC PE=1 SV=2
7.8698	7.5279	8.04878	8.17358	7.56258	8.253	7.91114	8.0624	7.213	6.88899	7.99514	8.46844	7.23009	8.11974	7.68525	8.50087	8.07834	7.84877	6	6	6	38.3	38.3	38.3	13.894	0	66.243	2148300000	70	6	6	6	1	P02775	P02775	Platelet basic protein;Connective tissue-activating peptide III;TC-2;Connective tissue-activating peptide III(1-81);Beta-thromboglobulin;Neutrophil-activating peptide 2(74);Neutrophil-activating peptide 2(73);Neutrophil-activating peptide 2;TC-1;Neutrophil-activating peptide 2(1-66);Neutrophil-activating peptide 2(1-63)	PPBP	332	sp|P02775|CXCL7_HUMAN Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3
8.25656	8.25656	8.71903	8.44427	8.03461	8.75068	8.25656	9.49311	8.56057	7.68089	8.51051	8.57187	8.55555	8.69765	8.74113	8.32582	8.57962	7.80243	5	5	3	36.6	36.6	12.9	10.845	0	61.891	5589400000	80	5	5	3	1	P02776	P02776	"Platelet factor 4;Platelet factor 4, short form"	PF4	333	sp|P02776|PLF4_HUMAN Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2
9.42149	9.91153	9.82469	9.7874	9.5192	9.91153	9.73909	9.71025	9.5904	9.10553	10.1938	9.7874	9.73909	9.56767	9.63874	9.85047	9.76595	9.60796	50	50	49	59.7	59.7	58	77.063	0	323.31	77420000000	1129	NaN	NaN	NaN	2	P02787;CON__Q2HJF0	P02787	Serotransferrin	TF	335	sp|P02787|TRFE_HUMAN Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3
7.89958	7.56258	8.03461	8.32582	7.68089	8.18759	7.89958	8.11465	8.9941	8.51051	8.24061	8.56057	8.20385	7.86398	7.56593	7.78769	8.12806	8.23178	66	66	64	79.3	79.3	76.3	78.181	0	323.31	5.76E+11	914	66	66	64	1	P02788	P02788	Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C	LTF	336	sp|P02788|TRFL_HUMAN Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6
8.51051	8.58409	8.86936	9.02442	8.34307	9.21447	9.02442	9.27816	9.0878	8.45464	9.47099	9.42149	9.44814	9.22764	9.3553	8.68113	9.5904	8.59671	21	21	21	60.4	60.4	60.4	51.676	0	323.31	17942000000	289	21	21	21	1	P02790	P02790	Hemopexin	HPX	337	sp|P02790|HEMO_HUMAN Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
8.69765	9.3553	9.3553	9.01776	8.55555	9.26253	9.38652	9.20343	9.60796	9.26253	9.43285	9.56767	9.71025	9.93493	9.43285	8.38869	9.4001	8.79109	35	35	35	59.5	59.5	59.5	67.033	0	323.31	35211000000	560	35	35	35	1	P04003	P04003	C4b-binding protein alpha chain	C4BPA	342	sp|P04003|C4BPA_HUMAN C4b-binding protein alpha chain OS=Homo sapiens OX=9606 GN=C4BPA PE=1 SV=2
9.91153	9.02442	9.99859	10.1254	9.17961	10.1254	10.0588	10.0588	10.1254	10.4705	9.63874	10.1254	10.1938	10.1938	10.5294	8.61359	9.8724	10.1549	26	26	26	62.8	62.8	62.8	54.305	0	323.31	1.91E+11	661	NaN	NaN	NaN	2	P04004;CON__Q3ZBS7	P04004	Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B	VTN	343	sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1
7.19784	7.36112	6.95279	7.58977	7.93102	7.76856	7.28913	7.28046	7.20746	7.213	7.51352	7.28913	7.35684	7.213	8.04878	7.9235	6.80728	7.35291	18	18	18	46.9	46.9	46.9	59.755	0	129.33	1798500000	90	18	18	18	1	P04040	P04040	Catalase	CAT	344	sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3
9.27816	9.29655	8.76539	9.06749	9.47099	8.91828	8.98153	8.89336	8.82317	8.82317	8.68113	8.52683	8.45464	7.80775	6.69798	8.95438	8.9669	9.12258	28	28	26	84.9	84.9	77.2	39.42	0	323.31	27729000000	475	28	28	26	1	P04075	P04075	Fructose-bisphosphate aldolase A	ALDOA	346	sp|P04075|ALDOA_HUMAN Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2
7.0552	7.37203	7.6237	8.01042	7.48865	7.91114	8.22644	8.62037	8.93019	8.72984	8.58934	8.72984	7.63044	8.44427	6.98159	7.13571	8.18261	6.84221	26	26	26	71.7	71.7	71.7	38.714	0	323.31	9881600000	224	26	26	26	1	P04083	P04083	Annexin A1	ANXA1	348	sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2
11.1264	10.8438	11.1264	11.0093	10.8438	10.9482	11.294	11.8382	11.294	10.0588	10.9482	11.1264	11.1264	11.0093	11.1264	10.0304	11.1264	10.4176	387	387	382	71.3	71.3	71.1	515.6	0	323.31	1.80E+12	9946	NaN	NaN	NaN	11	P04114;A0A7U7EWZ7;A0A6B0B8R8;P72371;A0AAE8PAL4;A0A9Q4V7D2;A0A7U7IBX7;A0A6A9GVU2;A0A0H3JTY2;A0A0H3JPH0;A0A0H3JL32	P04114	Apolipoprotein B-100;Apolipoprotein B-48	APOB	349	sp|P04114|APOB_HUMAN Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2
7.97797	7.57381	7.55698	7.56258	8.20985	7.47282	7.66791	6.95796	7.30285	7.80775	7.75705	6.79448	8.003	7.44654	7.21767	8.86936	7.37617	7.37617	11	11	11	67.1	67.1	67.1	24.75	0	106.12	2421300000	47	11	11	11	1	P04179	P04179	"Superoxide dismutase [Mn], mitochondrial"	SOD2	351	"sp|P04179|SODM_HUMAN Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3"
7.33816	7.24539	7.79338	6.91745	7.31517	7.90495	7.56593	7.82222	7.63561	7.11346	8.18261	8.10851	8.52683	7.17844	8.38869	7.22546	7.2927	7.16127	7	7	7	16.2	16.2	16.2	59.578	0	19.73	679150000	57	7	7	7	1	P04196	P04196	Histidine-rich glycoprotein	HRG	352	sp|P04196|HRG_HUMAN Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1
7.3343	7.3343	7.89958	7.21767	7.33816	8.31557	8.26492	7.98949	7.82537	7.79844	8.50087	8.43935	7.5008	8.58409	8.91828	7.63561	8.38099	7.21767	11	11	11	29.9	29.9	29.9	54.253	0	118.48	1772300000	75	NaN	NaN	NaN	2	P04217;CON__Q2KJF1	P04217	Alpha-1B-glycoprotein	A1BG	354	sp|P04217|A1BG_HUMAN Alpha-1B-glycoprotein OS=Homo sapiens OX=9606 GN=A1BG PE=1 SV=4
6.97389	6.80728	7.27493	6.95796	6.966	7.26968	7.13571	8.82317	7.80775	8.15334	8.55555	7.34569	7.23689	8.59671	8.69181	8.43198	7.86398	7.49799	44	44	44	20.9	20.9	20.9	309.26	0	172.25	1866200000	130	44	44	44	1	P04275	P04275	von Willebrand factor;von Willebrand antigen 2	VWF	356	sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4
9.65982	9.71025	9.31062	9.47099	9.65982	9.38652	9.4001	9.34063	9.7874	9.5192	9.09682	9.44814	9.47099	9.37244	9.37244	9.37244	9.22764	9.3553	25	25	25	80.6	80.6	80.6	36.053	0	323.31	90039000000	704	NaN	NaN	NaN	2	P04406;O14556	P04406	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	358	sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3
8.93019	9.00573	8.68113	8.91828	9.10553	8.67153	8.66145	8.90542	8.98153	9.00573	8.95438	8.68113	8.51051	8.81313	8.58409	9.43285	9.02442	8.98153	21	21	12	63.6	63.6	41.9	40.84	0	323.31	12166000000	238	21	21	12	1	P04439	P04439	"HLA class I histocompatibility antigen, A-3 alpha chain"	HLA-A	362	"sp|P04439|HLAA_HUMAN HLA class I histocompatibility antigen, A alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2"
7.48071	7.19784	7.30946	7.91114	7.25216	7.12453	7.58977	6.84221	7.2856	7.8698	6.95279	7.61971	7.66791	8.0624	7.51352	6.72841	7.16127	7.40147	6	6	6	41.4	41.4	41.4	28.315	0	43.705	312580000	23	6	6	6	1	P04632	P04632	Calpain small subunit 1	CAPNS1	363	sp|P04632|CPNS1_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1
7.213	7.13571	7.64682	7.85503	7.28046	7.81583	7.80243	7.58595	8.42119	8.23178	7.93102	8.26492	7.46191	8.06923	7.37203	6.86382	7.82537	7.09185	14	14	14	27.9	27.9	27.9	65.335	0	60.765	1193500000	86	NaN	NaN	NaN	2	P04839;Q9Y5S8	P04839	Cytochrome b-245 heavy chain	CYBB	366	sp|P04839|CY24B_HUMAN Cytochrome b-245 heavy chain OS=Homo sapiens OX=9606 GN=CYBB PE=1 SV=2
8.70929	8.69765	8.58934	8.75068	8.81313	8.65561	8.63407	8.70929	8.9465	8.84442	8.69765	8.81313	7.88437	8.69181	6.90827	8.66145	9.00573	8.69765	20	20	14	57.7	57.7	41.1	40.45	0	323.31	8958000000	331	NaN	NaN	NaN	7	P04899;P63096;P19087;P11488;P09471;A8MTJ3;P38405	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2	369	sp|P04899|GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3
7.96485	8.33528	8.42119	7.34569	7.7194	8.75805	8.69765	9.15493	8.95438	7.63848	8.62037	8.34973	8.98153	8.88305	8.93019	7.53501	8.8367	8.69181	11	11	11	41.3	41.3	41.3	21.275	0	76.783	6173100000	193	11	11	11	1	P05090	P05090	Apolipoprotein D	APOD	374	sp|P05090|APOD_HUMAN Apolipoprotein D OS=Homo sapiens OX=9606 GN=APOD PE=1 SV=1
9.99859	10.1938	9.60796	9.5192	10.1938	9.47099	9.60796	9.44814	9.56767	9.42149	9.38652	9.43285	8.81313	9.09682	8.26492	10.232	9.69092	9.8724	46	46	46	60.9	60.9	60.9	87.057	0	323.31	75806000000	800	46	46	46	1	P05106	P05106	Integrin beta-3	ITGB3	375	sp|P05106|ITB3_HUMAN Integrin beta-3 OS=Homo sapiens OX=9606 GN=ITGB3 PE=1 SV=2
7.04999	7.11346	7.41881	7.5376	6.72841	7.01869	7.724	7.12453	8.47666	8.43935	7.98277	8.24061	7.31517	8.04878	7.61971	6.98689	8.38869	7.17844	28	28	28	42.1	42.1	42.1	84.781	0	182.92	2618800000	145	28	28	28	1	P05107	P05107	Integrin beta-2	ITGB2	376	sp|P05107|ITB2_HUMAN Integrin beta-2 OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=2
7.67554	7.58595	7.78102	8.13303	7.85503	8.07834	8.02622	8.1628	8.58409	8.58409	8.34973	8.67153	7.17431	8.51817	8.51817	7.43489	8.63407	8.07834	14	14	14	60.2	60.2	60.2	10.834	0	288.59	1.67E+11	175	14	14	14	1	P05109	P05109	"Protein S100-A8;Protein S100-A8, N-terminally processed"	S100A8	377	sp|P05109|S10A8_HUMAN Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1
7.78102	7.6718	7.78769	7.75705	7.95742	7.18763	7.45537	7.20201	7.7194	7.99514	7.61508	7.98277	8.41337	6.97389	7.15615	8.53404	7.39826	7.80775	13	13	5	34.2	34.2	15.1	32.852	0	39.016	1574500000	58	NaN	NaN	NaN	2	P05141;Q9H0C2	P05141	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	SLC25A5	378	sp|P05141|ADT2_HUMAN ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7
7.18473	7.23689	7.25216	7.89958	6.83293	8.003	7.32457	7.30285	6.92748	7.6718	6.83293	7.27493	7.63561	7.64682	8.003	7.14144	7.41881	7.61005	8	8	8	23.2	23.2	23.2	45.674	0	35.95	485030000	38	8	8	8	1	P05154	P05154	Plasma serine protease inhibitor	SERPINA5	379	sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3
6.77546	8.10851	8.22107	7.34227	7.06383	7.98949	8.57187	8.44427	8.41337	7.93102	8.85564	8.98153	9.07633	9.10553	9.19394	8.22107	8.53404	7.54181	14	14	14	27.6	27.6	27.6	55.154	0	174.03	6131700000	202	NaN	NaN	NaN	2	P05155;CON__P50448	P05155	Plasma protease C1 inhibitor	SERPING1	380	sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2
7.46191	6.79448	7.35684	7.63044	7.32243	7.51819	7.61971	7.70899	8.7778	8.24061	7.20746	8.49374	7.15114	7.91797	8.42119	6.59321	8.003	7.24872	45	45	41	54.2	54.2	50.1	83.868	0	323.31	47516000000	320	45	45	41	1	P05164	P05164	Myeloperoxidase;Myeloperoxidase;89 kDa myeloperoxidase;84 kDa myeloperoxidase;Myeloperoxidase light chain;Myeloperoxidase heavy chain	MPO	382	sp|P05164|PERM_HUMAN Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1
8.38869	7.10006	8.57187	7.71415	7.29605	8.11465	7.95742	8.32015	7.59586	7.00875	8.20385	8.69181	8.80019	7.29605	8.64434	7.0359	7.98277	7.32936	15	15	15	34.1	34.1	34.1	57.07	0	69.189	2028100000	107	NaN	NaN	NaN	2	P05546;CON__ENSEMBL:ENSBTAP00000018574	P05546	Heparin cofactor 2	SERPIND1	384	sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3
8.32015	8.46159	8.32015	8.31557	8.58409	8.20385	8.36517	8.09608	8.01771	8.11974	8.22644	8.2168	7.50487	7.48865	7.2856	8.27782	8.24293	8.32015	21	21	21	31.3	31.3	31.3	88.414	0	173.87	3569200000	155	21	21	21	1	P05556	P05556	Integrin beta-1	ITGB1	385	sp|P05556|ITB1_HUMAN Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2
9.76595	10.4705	10.1549	9.93493	9.69092	10.0304	9.53478	10.1549	10.0304	9.93493	10.4705	9.69092	9.85047	9.8724	9.56767	9.9583	10.1549	10.1254	4	4	4	29.8	29.8	29.8	13.38	0	37.782	1.50E+11	174	4	4	4	1	P06312	P06312	Ig kappa chain V-IV region	IGKV4-1	391	sp|P06312|KV401_HUMAN Immunoglobulin kappa variable 4-1 OS=Homo sapiens OX=9606 GN=IGKV4-1 PE=1 SV=1
8.28273	8.18759	7.52593	6.84221	8.59671	6.84221	7.63044	7.0552	7.36642	7.43489	7.68525	6.83293	6.86382	7.80243	7.6718	9.24926	7.52987	8.22107	21	21	21	58.6	58.6	58.6	56.559	0	323.31	4043600000	120	NaN	NaN	NaN	22	P06576;Q6GEX2;Q6G7K7;Q5HE97;Q2YUK1;Q2FWF0;Q2FF24;P99112;P63680;P63679;A8YY70;A7X4U3;A6U3I8;A6QIU7;A5IUP8;A0A8D9SG24;A0A7U7EZJ3;A0A2S6DF82;A0A0U1MST7;A0A0E1X8I5;A0A0D1IRI8;A0A7Z1N7Y2	P06576	"ATP synthase subunit beta, mitochondrial"	ATP5B	393	"sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"
7.06383	7.0359	7.4074	7.22199	7.20746	7.67554	7.61005	7.52987	7.91797	8.13969	7.96485	8.22107	7.90495	7.66791	7.46654	7.20201	6.84221	7.12453	13	13	13	86	86	86	13.242	0	323.31	51511000000	146	13	13	13	1	P06702	P06702	Protein S100-A9	S100A9	395	sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1
9.0878	8.93019	9.42149	9.73909	8.65561	9.73909	9.42149	8.88305	9.09682	9.38652	8.9941	9.31062	8.58409	8.9941	9.73909	6.95796	7.68932	8.57187	37	37	35	66.2	66.2	63.1	45.371	0	323.31	31834000000	509	37	37	35	1	P06727	P06727	Apolipoprotein A-IV	APOA4	397	sp|P06727|APOA4_HUMAN Apolipoprotein A-IV OS=Homo sapiens OX=9606 GN=APOA4 PE=1 SV=4
9.10553	8.9941	8.74113	8.89336	9.21447	8.86936	8.86936	8.54355	8.52683	8.74113	8.41337	8.51051	8.36517	7.14144	8.12806	8.54867	8.72984	8.9465	31	31	29	70.5	70.5	67.1	47.168	0	323.31	53324000000	504	31	31	29	1	P06733	P06733	Alpha-enolase	ENO1	398	sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2
7.10787	7.44654	7.45121	7.46654	7.28913	7.0552	7.53242	6.79448	7.32457	7.26203	7.35033	7.36112	7.60124	6.79448	7.34227	7.30946	7.20746	7.23991	52	52	44	61.4	61.4	51.4	97.147	0	323.31	13911000000	244	NaN	NaN	NaN	2	P06737;P11217	P06737	"Glycogen phosphorylase, liver form"	PYGL	399	"sp|P06737|PYGL_HUMAN Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4"
8.1628	7.91797	7.51819	8.10112	8.1628	7.95202	8.05623	7.4074	7.724	8.10112	7.36112	7.94645	7.01869	7.25816	8.24943	7.51352	7.84266	7.98277	32	32	26	65.9	65.9	52.7	63.146	0	323.31	30490000000	258	NaN	NaN	NaN	2	P06744;Q8N196	P06744	Glucose-6-phosphate isomerase	GPI	400	sp|P06744|G6PI_HUMAN Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4
7.32936	7.36642	6.95796	7.26968	7.3935	6.95796	6.89817	7.37203	7.66791	7.43145	7.14144	7.23009	6.65663	7.37203	6.95796	7.82222	7.34569	7.78102	16	6	6	37.5	20.4	20.4	32.95	0	39.902	636460000	45	16	6	6	1	P06753	P06753	Tropomyosin alpha-3 chain	TPM3	402	sp|P06753|TPM3_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=2
8.65561	8.49374	8.28873	8.41337	8.61359	8.37338	8.44427	8.14571	8.03461	8.22107	7.04404	8.17358	7.89958	7.58977	8.08705	8.03461	7.84877	8.35573	12	11	11	42.2	38.6	38.6	36.638	0	78.659	5537900000	137	12	11	11	1	P07195	P07195	L-lactate dehydrogenase B chain	LDHB	407	sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2
7.56593	7.90495	8.25656	8.02622	7.58595	8.32015	8.196	7.91797	8.196	8.17358	8.39647	8.47666	8.8367	8.95438	8.54867	7.68932	8.02622	7.77516	18	18	18	31.1	31.1	31.1	75.122	0	194.66	2636900000	138	NaN	NaN	NaN	2	P07225;CON__P07224	P07225	Vitamin K-dependent protein S	PROS1	409	sp|P07225|PROS_HUMAN Vitamin K-dependent protein S OS=Homo sapiens OX=9606 GN=PROS1 PE=1 SV=1
7.60124	7.80775	7.54607	7.45537	7.91797	7.11934	7.50487	7.70024	7.41881	7.23991	7.47282	7.81583	7.96485	6.75778	7.71415	8.28273	7.60624	7.2856	30	30	30	50.8	50.8	50.8	57.116	0	323.31	9877000000	184	30	30	30	1	P07237	P07237	Protein disulfide-isomerase	P4HB	410	sp|P07237|PDIA1_HUMAN Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3
7.11346	7.35291	7.56258	7.48071	7.17844	7.43988	7.23009	7.10006	7.75705	8.11465	7.95742	7.70899	7.8698	8.24061	8.34973	7.56258	8.18759	8.003	20	20	20	58.4	58.4	58.4	38.604	0	128.64	1493900000	114	NaN	NaN	NaN	2	P07355;A6NMY6	P07355;A6NMY6	Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2	413	sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2;sp|A6NMY6|AXA2L_HUMAN Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2
9.7874	8.79109	9.8724	10.1549	9.37244	10.2639	10.1938	9.93493	10.1549	10.4176	9.3553	10.1938	9.99859	9.9583	10.1938	7.10006	9.47099	10.0588	40	40	40	67.5	67.5	67.5	65.163	0	323.31	1.77E+11	956	40	40	40	1	P07357	P07357	Complement component C8 alpha chain	C8A	414	sp|P07357|CO8A_HUMAN Complement component C8 alpha chain OS=Homo sapiens OX=9606 GN=C8A PE=1 SV=2
9.82469	8.84442	9.85047	10.1037	9.13332	10.1037	10.232	9.82469	10.0588	10.3662	9.42149	10.1549	9.9583	9.99859	10.1549	7.38775	9.37244	10.0304	37	37	37	57.7	57.7	57.7	67.046	0	323.31	1.52E+11	967	37	37	37	1	P07358	P07358	Complement component C8 beta chain	C8B	415	sp|P07358|CO8B_HUMAN Complement component C8 beta chain OS=Homo sapiens OX=9606 GN=C8B PE=1 SV=3
8.44427	8.58934	8.41337	8.38869	8.82317	8.36517	8.41337	8.42119	8.2168	8.2168	8.23178	7.93754	6.80728	7.13571	7.56922	9.38652	8.24943	8.58409	18	18	18	27.9	27.9	27.9	71.539	0	213.06	6340100000	138	18	18	18	1	P07359	P07359	Platelet glycoprotein Ib alpha chain;Glycocalicin	GP1BA	416	sp|P07359|GP1BA_HUMAN Platelet glycoprotein Ib alpha chain OS=Homo sapiens OX=9606 GN=GP1BA PE=1 SV=2
9.9583	9.01776	10.0304	10.2639	9.49311	10.232	10.2639	10.1037	10.1938	10.5294	9.5904	10.2639	10.1037	10.232	10.4176	7.16127	9.65982	10.232	15	15	15	71.3	71.3	71.3	22.277	0	323.31	2.08E+11	678	15	15	15	1	P07360	P07360	Complement component C8 gamma chain	C8G	417	sp|P07360|CO8G_HUMAN Complement component C8 gamma chain OS=Homo sapiens OX=9606 GN=C8G PE=1 SV=3
8.38099	8.27782	7.6718	7.90495	8.24524	7.7194	7.7194	7.61005	7.68525	7.75371	7.17431	7.46976	7.47634	7.55306	7.13571	7.97161	7.14664	7.69453	26	26	26	39.9	39.9	39.9	81.889	0	121.43	2855500000	144	26	26	26	1	P07384	P07384	Calpain-1 catalytic subunit	CAPN1	418	sp|P07384|CAN1_HUMAN Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1
8.80019	8.7778	8.49374	8.68113	8.7778	8.42119	8.72984	8.07834	8.24061	7.55698	8.25656	8.16855	8.15334	7.68932	7.52987	9.16623	7.00875	8.46844	26	6	5	62.8	19.6	16.2	49.67	0	247.77	7582900000	113	NaN	NaN	NaN	2	P07437;A6NNZ2	P07437	Tubulin beta chain	TUBB	419	sp|P07437|TBB5_HUMAN Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2
9.34063	9.42149	9.01776	9.17961	9.5904	9.12258	9.01776	8.95438	8.84442	8.76539	8.70929	8.70929	8.89336	8.54355	8.54355	8.84442	8.7778	9.17961	14	14	14	74.3	74.3	74.3	15.054	0	233.44	28917000000	326	NaN	NaN	NaN	2	P07737;CON__P02584	P07737	Profilin-1	PFN1	422	sp|P07737|PROF1_HUMAN Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
8.53404	8.2958	8.13303	8.25656	8.38869	8.22107	8.43198	8.01042	8.14571	8.22644	7.93754	8.14571	7.48865	7.89958	7.42784	8.30153	8.50087	8.13969	36	36	21	45.6	45.6	28.6	84.659	0	316.37	6930200000	262	NaN	NaN	NaN	5	P07900;Q14568;Q58FF6;Q58FG0;Q58FG1	P07900	Heat shock protein HSP 90-alpha	HSP90AA1	425	sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5
